,Borrower_ID,Age,Gender,Employment_Type,Monthly_Income,Num_Dependents,Loan_ID,Loan_Amount,Loan_Tenure,Interest_Rate,Loan_Type,Collateral_Value,Outstanding_Loan_Amount,Monthly_EMI,Payment_History,Num_Missed_Payments,Days_Past_Due,Recovery_Status,Collection_Attempts,Collection_Method,Legal_Action_Taken,EMI_to_Income_Ratio,Collateral_Coverage,Default_Severity,Borrower_Segment,Segment_Name,High_Risk_Flag,Predicted_Risk_Score,Predicted_High_Risk,Recommend_Recovery_Strategy
105,BRW_417,21,Male,Salaried,146733,3,LN_417,1886022,72,13.1,Home,1475563.10740867,1540842.9742347,21400.6,On-Time,2,165,Fully Recovered,2,Calls,No,0.14584721909863493,0.782367919042657,330,1,"High Income, Low Default Risk",0,,,
106,BRW_147,35,Male,Self-Employed,118409,3,LN_147,1460023,60,9.66,Personal,0.0,450011.031032058,7500.18,Delayed,1,27,Fully Recovered,2,Legal Notice,No,0.06334130007009603,0.0,27,3,"High Loan, Higher Default Risk",1,,,
107,BRW_393,64,Male,Business Owner,87240,2,LN_393,1958796,48,17.27,Business,2642266.67983425,1880951.15998271,39186.48,Delayed,3,152,Fully Recovered,0,Debt Collectors,No,0.44918019257221464,1.348923869476071,456,1,"High Income, Low Default Risk",0,,,
108,BRW_148,63,Male,Salaried,163159,1,LN_148,292188,60,16.87,Auto,398229.568315189,135521.901231574,2258.7,Missed,8,110,Fully Recovered,3,Debt Collectors,No,0.01384355138239386,1.3629223935109895,880,0,"Moderate Income, High Loan Burden",1,,,
109,BRW_448,50,Male,Self-Employed,187395,3,LN_448,1575753,48,12.56,Home,1877377.42687452,1418352.56304352,29549.01,On-Time,1,153,Fully Recovered,0,Calls,No,0.15768302249259586,1.191416057513151,153,1,"High Income, Low Default Risk",0,,,
110,BRW_288,56,Male,Self-Employed,27149,1,LN_288,180356,48,14.07,Auto,202042.249690524,90034.9796666552,1875.73,Delayed,2,92,Fully Recovered,1,Calls,No,0.06909020590076982,1.1202413542689127,184,2,"Moderate Income, Medium Risk",0,,,
111,BRW_124,57,Male,Self-Employed,39089,2,LN_124,421513,36,15.32,Home,580613.978240882,85488.4950991675,2374.68,On-Time,2,153,Fully Recovered,0,Legal Notice,No,0.06075059479649006,1.37745212660317,306,2,"Moderate Income, Medium Risk",0,,,
112,BRW_369,21,Male,Business Owner,207018,2,LN_369,1189752,60,13.38,Personal,0.0,502050.700624401,8367.51,On-Time,0,0,Partially Recovered,5,Debt Collectors,No,0.04041923890676173,0.0,0,3,"High Loan, Higher Default Risk",1,,,
113,BRW_97,37,Female,Salaried,37911,0,LN_97,92291,24,16.35,Auto,67787.6912940198,71521.6777225034,2980.07,On-Time,0,0,Partially Recovered,1,Debt Collectors,No,0.07860700060668407,0.7344994776740938,0,2,"Moderate Income, Medium Risk",0,,,
114,BRW_144,57,Female,Salaried,23125,2,LN_144,875626,48,12.25,Personal,0.0,363541.363242674,7573.78,On-Time,1,3,Fully Recovered,1,Settlement Offer,No,0.3275148108108108,0.0,3,3,"High Loan, Higher Default Risk",1,,,
115,BRW_240,59,Male,Salaried,154978,0,LN_240,279577,12,10.73,Business,413995.889736393,79159.2067484115,6596.6,Missed,0,0,Partially Recovered,7,Calls,No,0.04256475112596627,1.4807938054145835,0,2,"Moderate Income, Medium Risk",0,,,
116,BRW_443,46,Female,Salaried,201994,3,LN_443,856457,48,17.93,Business,502833.860724271,509862.68469836,10622.14,On-Time,1,138,Fully Recovered,0,Debt Collectors,No,0.05258641345782548,0.5871092894614336,138,2,"Moderate Income, Medium Risk",0,,,
117,BRW_98,28,Male,Self-Employed,119061,1,LN_98,478276,24,11.8,Personal,0.0,394388.86046208703,16432.87,Missed,1,41,Fully Recovered,3,Legal Notice,No,0.13802059448517986,0.0,41,3,"High Loan, Higher Default Risk",1,,,
118,BRW_408,39,Male,Self-Employed,89069,0,LN_408,1497075,48,6.59,Personal,0.0,1297457.01548273,27030.35,Missed,6,160,Fully Recovered,0,Debt Collectors,No,0.3034765182049871,0.0,960,0,"Moderate Income, High Loan Burden",1,,,
119,BRW_123,55,Male,Business Owner,227112,3,LN_123,840605,12,10.51,Home,1105456.18318859,723845.481790256,60320.46,On-Time,1,175,Fully Recovered,2,Calls,No,0.26559785480291664,1.3150721006758108,175,1,"High Income, Low Default Risk",0,,,
120,BRW_184,44,Female,Salaried,249182,2,LN_184,181184,48,17.51,Auto,156411.218342738,148903.251766638,3102.15,On-Time,0,0,Fully Recovered,2,Settlement Offer,No,0.012449334221572987,0.8632727963988983,0,2,"Moderate Income, Medium Risk",0,,,
121,BRW_203,21,Female,Salaried,92576,1,LN_203,538765,48,9.07,Home,438893.544122472,272210.547199807,5671.05,Delayed,1,70,Partially Recovered,3,Calls,No,0.0612583174904943,0.8146289089351981,70,2,"Moderate Income, Medium Risk",0,,,
122,BRW_247,43,Male,Self-Employed,61413,0,LN_247,1422840,72,7.48,Personal,0.0,947590.96147559,13160.99,On-Time,0,0,Fully Recovered,0,Legal Notice,No,0.21430299773663555,0.0,0,3,"High Loan, Higher Default Risk",1,,,
123,BRW_306,28,Female,Self-Employed,96929,0,LN_306,1651948,12,6.17,Auto,2190385.4494451,762418.940740655,63534.91,Delayed,2,32,Fully Recovered,0,Legal Notice,No,0.6554788556572336,1.3259409191119211,64,1,"High Income, Low Default Risk",0,,,
124,BRW_299,53,Male,Salaried,169741,1,LN_299,311445,72,6.21,Personal,0.0,234888.460229431,3262.34,On-Time,2,141,Written Off,4,Debt Collectors,Yes,0.01921951679323204,0.0,282,3,"High Loan, Higher Default Risk",1,,,
125,BRW_352,46,Male,Self-Employed,245145,3,LN_352,1804867,24,17.87,Auto,2272888.60520239,1716129.78381275,71505.41,On-Time,1,57,Fully Recovered,2,Settlement Offer,No,0.29168618572681476,1.2593108551502077,57,1,"High Income, Low Default Risk",0,,,
126,BRW_387,35,Female,Self-Employed,156178,0,LN_387,858301,48,8.74,Personal,0.0,104401.256265566,2175.03,On-Time,2,40,Fully Recovered,2,Legal Notice,No,0.013926609381603044,0.0,80,3,"High Loan, Higher Default Risk",1,,,
127,BRW_396,24,Male,Self-Employed,216659,2,LN_396,1280137,12,5.02,Home,954406.941644703,239745.19189996,19978.77,On-Time,2,8,Fully Recovered,2,Legal Notice,No,0.0922129706128063,0.7455506259444912,16,2,"Moderate Income, Medium Risk",0,,,
128,BRW_285,55,Male,Business Owner,170683,0,LN_285,339134,24,15.16,Auto,450760.17324212095,143707.31208417,5987.8,On-Time,2,75,Fully Recovered,0,Settlement Offer,No,0.035081408224603504,1.3291506402841382,150,2,"Moderate Income, Medium Risk",0,,,
129,BRW_126,23,Male,Self-Employed,211910,0,LN_126,231517,60,15.17,Personal,0.0,195673.264210586,3261.22,Delayed,0,0,Fully Recovered,2,Settlement Offer,No,0.015389646548062855,0.0,0,3,"High Loan, Higher Default Risk",1,,,
130,BRW_303,50,Male,Salaried,240160,3,LN_303,104330,48,9.13,Personal,0.0,16273.8714789878,339.04,Missed,4,178,Fully Recovered,1,Calls,No,0.0014117255163224518,0.0,712,0,"Moderate Income, High Loan Burden",1,,,
131,BRW_224,26,Male,Salaried,173038,0,LN_224,533455,72,10.64,Personal,0.0,143093.055123418,1987.4,On-Time,0,0,Fully Recovered,0,Legal Notice,No,0.011485338480564962,0.0,0,3,"High Loan, Higher Default Risk",1,,,
132,BRW_419,52,Female,Business Owner,110673,2,LN_419,1574314,60,15.95,Personal,0.0,1157027.94043291,19283.8,On-Time,0,0,Fully Recovered,1,Legal Notice,No,0.17424123318243834,0.0,0,3,"High Loan, Higher Default Risk",1,,,
133,BRW_220,31,Male,Self-Employed,157635,0,LN_220,1966494,60,8.08,Auto,1920333.44573277,1319715.73782741,21995.26,On-Time,3,121,Partially Recovered,1,Debt Collectors,No,0.13953284486313317,0.9765264708322375,363,1,"High Income, Low Default Risk",0,,,
134,BRW_130,34,Male,Business Owner,65138,3,LN_130,522963,36,5.35,Personal,0.0,425034.02627279906,11806.5,On-Time,0,0,Fully Recovered,2,Calls,No,0.18125364610519204,0.0,0,3,"High Loan, Higher Default Risk",1,,,
135,BRW_421,60,Male,Self-Employed,57828,0,LN_421,476674,24,15.11,Business,656196.019378973,369679.09189304494,15403.3,On-Time,2,36,Fully Recovered,2,Settlement Offer,No,0.26636404509925987,1.3766138270158914,72,2,"Moderate Income, Medium Risk",0,,,
136,BRW_290,24,Male,Salaried,74189,2,LN_290,787090,12,12.36,Home,769899.107141569,287643.017780938,23970.25,On-Time,0,0,Fully Recovered,1,Legal Notice,No,0.32309708986507435,0.9781589235558437,0,2,"Moderate Income, Medium Risk",0,,,
137,BRW_445,59,Male,Salaried,44301,3,LN_445,1162186,48,9.0,Auto,1147524.37472906,838064.883081744,17459.69,Missed,12,112,Partially Recovered,2,Debt Collectors,No,0.3941150312634026,0.9873844416720388,1344,0,"Moderate Income, High Loan Burden",1,,,
138,BRW_377,54,Female,Salaried,69253,0,LN_377,93764,24,8.3,Auto,55046.1445197507,31208.3959461316,1300.35,Delayed,1,169,Fully Recovered,0,Calls,No,0.018776803892972146,0.5870712055773079,169,2,"Moderate Income, Medium Risk",0,,,
139,BRW_292,34,Male,Salaried,86031,0,LN_292,1788446,12,5.8,Home,2267695.83538477,1397196.42017471,116433.04,On-Time,2,77,Fully Recovered,1,Debt Collectors,No,1.3533847101626157,1.2679699780618312,154,1,"High Income, Low Default Risk",0,,,
140,BRW_356,29,Male,Self-Employed,80108,2,LN_356,1884907,60,6.52,Home,1830825.76590268,1116947.38898348,18615.79,Delayed,3,115,Fully Recovered,0,Calls,No,0.23238365706296502,0.9713082745741196,345,1,"High Income, Low Default Risk",0,,,
141,BRW_295,28,Male,Salaried,222738,1,LN_295,62360,48,14.77,Auto,70377.4007443646,62180.9184565466,1295.44,Delayed,2,32,Fully Recovered,2,Settlement Offer,No,0.0058159811078486836,1.1285664006472835,64,2,"Moderate Income, Medium Risk",0,,,
142,BRW_397,26,Male,Salaried,25756,0,LN_397,1837040,48,9.92,Business,2410795.68616106,275806.117595435,5745.96,Delayed,1,59,Written Off,1,Calls,No,0.22309209504581456,1.3123261802470605,59,2,"Moderate Income, Medium Risk",0,,,
143,BRW_341,51,Female,Self-Employed,107578,2,LN_341,325049,48,13.43,Personal,0.0,196895.742999182,4101.99,On-Time,2,77,Partially Recovered,1,Settlement Offer,No,0.03813037981743479,0.0,154,3,"High Loan, Higher Default Risk",1,,,
144,BRW_113,43,Male,Business Owner,139398,3,LN_113,179887,24,15.19,Home,139323.681977168,70542.3725462087,2939.27,Delayed,2,19,Fully Recovered,0,Debt Collectors,No,0.021085453162886125,0.7745066735070794,38,2,"Moderate Income, Medium Risk",0,,,
145,BRW_180,57,Female,Salaried,18726,0,LN_180,873759,72,5.61,Auto,810983.935831625,756550.092606408,10507.64,On-Time,3,145,Fully Recovered,3,Calls,No,0.5611257075723592,0.9281551730301204,435,2,"Moderate Income, Medium Risk",0,,,
146,BRW_308,47,Male,Self-Employed,91153,2,LN_308,1959824,60,5.66,Home,2345049.75339555,1676644.93575335,27944.08,Delayed,2,125,Fully Recovered,0,Legal Notice,No,0.30656237315283097,1.1965614021440445,250,1,"High Income, Low Default Risk",0,,,
147,BRW_433,42,Male,Salaried,175400,2,LN_433,986800,36,12.11,Personal,0.0,498431.567695349,13845.32,Delayed,1,31,Partially Recovered,1,Calls,No,0.07893568985176738,0.0,31,3,"High Loan, Higher Default Risk",1,,,
148,BRW_488,51,Male,Salaried,105517,0,LN_488,820692,60,11.24,Home,791314.467273419,269668.129696078,4494.47,Missed,0,0,Fully Recovered,2,Legal Notice,No,0.042594747765762865,0.964203948952127,0,2,"Moderate Income, Medium Risk",0,,,
149,BRW_482,30,Female,Salaried,33073,0,LN_482,418760,24,15.56,Home,521282.948628906,395327.538801572,16471.98,Missed,1,104,Fully Recovered,1,Debt Collectors,No,0.49804916397061044,1.2448250755299122,104,2,"Moderate Income, Medium Risk",0,,,
150,BRW_423,36,Female,Self-Employed,25526,2,LN_423,132409,24,14.42,Auto,106120.92223988,30346.8558307825,1264.45,Delayed,1,15,Partially Recovered,5,Settlement Offer,No,0.049535767452793235,0.8014630594587981,15,2,"Moderate Income, Medium Risk",0,,,
151,BRW_234,40,Female,Self-Employed,74182,0,LN_234,824504,60,14.06,Personal,0.0,822662.320301956,13711.04,Delayed,1,169,Fully Recovered,2,Settlement Offer,No,0.18482974306435523,0.0,169,3,"High Loan, Higher Default Risk",1,,,
152,BRW_312,53,Female,Self-Employed,134503,3,LN_312,236633,48,9.32,Auto,312432.249950537,132957.197280475,2769.94,On-Time,0,0,Partially Recovered,5,Settlement Offer,No,0.020593890099105595,1.3203240881472027,0,2,"Moderate Income, Medium Risk",0,,,
153,BRW_165,31,Female,Salaried,237821,0,LN_165,1425607,36,13.5,Personal,0.0,844803.611140446,23466.77,On-Time,0,0,Partially Recovered,1,Calls,No,0.09867408681319144,0.0,0,3,"High Loan, Higher Default Risk",1,,,
154,BRW_137,62,Male,Business Owner,94134,0,LN_137,526128,36,16.67,Home,282897.828614002,171413.17841171,4761.48,Delayed,0,0,Fully Recovered,1,Settlement Offer,No,0.05058193638855248,0.5376977249148533,0,3,"High Loan, Higher Default Risk",1,,,
155,BRW_198,48,Male,Salaried,124834,2,LN_198,1040029,60,14.23,Personal,0.0,453140.481386292,7552.34,Delayed,1,66,Written Off,1,Calls,No,0.06049906275533909,0.0,66,3,"High Loan, Higher Default Risk",1,,,
156,BRW_259,57,Male,Self-Employed,136999,3,LN_259,109778,36,12.35,Personal,0.0,102299.770086706,2841.66,On-Time,1,78,Fully Recovered,3,Calls,No,0.0207421951985051,0.0,78,3,"High Loan, Higher Default Risk",1,,,
157,BRW_233,39,Male,Self-Employed,216039,1,LN_233,1674777,72,14.27,Personal,0.0,1559717.06307321,21662.74,On-Time,2,78,Written Off,0,Settlement Offer,Yes,0.1002723582316156,0.0,156,3,"High Loan, Higher Default Risk",1,,,
158,BRW_116,55,Male,Salaried,193486,3,LN_116,383713,48,16.23,Auto,431548.187564328,100394.593842151,2091.55,On-Time,3,160,Partially Recovered,3,Debt Collectors,No,0.010809826033924936,1.1246639742837172,480,2,"Moderate Income, Medium Risk",0,,,
159,BRW_121,55,Male,Salaried,201481,2,LN_121,1593586,24,12.3,Home,1890812.00843852,1235248.91584916,51468.7,On-Time,2,178,Partially Recovered,7,Settlement Offer,No,0.25545187883721043,1.1865139430432496,356,1,"High Income, Low Default Risk",0,,,
160,BRW_350,62,Female,Salaried,22421,0,LN_350,1701377,12,6.07,Personal,0.0,1372451.30899071,114370.94,Delayed,2,152,Partially Recovered,9,Settlement Offer,No,5.10106328888096,0.0,304,1,"High Income, Low Default Risk",0,,,
161,BRW_225,36,Male,Salaried,227781,1,LN_225,1989253,60,8.24,Home,1870039.20628926,996111.720626737,16601.86,Missed,6,114,Fully Recovered,3,Settlement Offer,No,0.07288518357545186,0.9400710750664998,684,0,"Moderate Income, High Loan Burden",1,,,
162,BRW_403,33,Female,Salaried,71549,1,LN_403,166214,24,13.59,Auto,177917.043204165,32142.5811960219,1339.27,Delayed,3,18,Fully Recovered,1,Debt Collectors,No,0.018718221079260366,1.0704094914036424,54,2,"Moderate Income, Medium Risk",0,,,
163,BRW_398,52,Male,Salaried,214083,0,LN_398,136346,48,6.86,Home,114917.721495364,29491.8334239285,614.41,Missed,3,73,Written Off,9,Debt Collectors,No,0.0028699616503879335,0.8428389648054508,219,2,"Moderate Income, Medium Risk",0,,,
164,BRW_128,25,Male,Self-Employed,125448,0,LN_128,742924,60,6.88,Business,870400.652335159,730341.395546821,12172.36,Delayed,3,10,Fully Recovered,2,Calls,No,0.0970311204642561,1.1715877429389265,30,2,"Moderate Income, Medium Risk",0,,,
165,BRW_286,36,Male,Salaried,134891,2,LN_286,721553,12,9.08,Business,727427.681528027,420333.374675138,35027.78,On-Time,0,0,Fully Recovered,0,Debt Collectors,No,0.2596747003135865,1.0081417186651944,0,2,"Moderate Income, Medium Risk",0,,,
166,BRW_412,46,Female,Salaried,140541,2,LN_412,687431,48,7.38,Auto,648777.675403521,86650.5985428886,1805.22,On-Time,3,108,Fully Recovered,3,Debt Collectors,No,0.012844792622793349,0.943771339092245,324,2,"Moderate Income, Medium Risk",0,,,
167,BRW_108,29,Female,Salaried,138008,3,LN_108,679698,12,9.7,Personal,0.0,589292.152087496,49107.68,On-Time,0,0,Fully Recovered,2,Debt Collectors,No,0.35583212567387396,0.0,0,3,"High Loan, Higher Default Risk",1,,,
168,BRW_371,36,Male,Salaried,163697,2,LN_371,840449,24,10.59,Personal,0.0,140271.902933321,5844.66,On-Time,3,25,Written Off,5,Calls,Yes,0.035704136300604164,0.0,75,3,"High Loan, Higher Default Risk",1,,,
169,BRW_326,61,Male,Self-Employed,96571,1,LN_326,1926251,48,9.51,Personal,0.0,802661.76264118,16722.12,Missed,3,122,Fully Recovered,3,Legal Notice,No,0.1731588157935612,0.0,366,3,"High Loan, Higher Default Risk",1,,,
170,BRW_134,35,Female,Self-Employed,176731,3,LN_134,1053346,36,12.47,Business,1090178.00556914,787026.485706323,21861.85,Missed,3,169,Written Off,8,Debt Collectors,Yes,0.1237012748187924,1.03496667340944,507,0,"Moderate Income, High Loan Burden",1,,,
171,BRW_453,56,Female,Self-Employed,159467,1,LN_453,1530298,48,9.24,Personal,0.0,470241.144004382,9796.69,Missed,7,154,Fully Recovered,3,Legal Notice,No,0.06143396439388714,0.0,1078,0,"Moderate Income, High Loan Burden",1,,,
172,BRW_45,34,Female,Salaried,247944,2,LN_45,322158,60,10.89,Personal,0.0,279074.255636299,4651.24,Missed,11,66,Fully Recovered,1,Settlement Offer,No,0.018759235956506307,0.0,726,0,"Moderate Income, High Loan Burden",1,,,
173,BRW_461,24,Male,Salaried,91559,2,LN_461,1895759,60,6.64,Personal,0.0,201172.056335953,3352.87,On-Time,2,5,Partially Recovered,1,Legal Notice,No,0.03661977522690287,0.0,10,3,"High Loan, Higher Default Risk",1,,,
174,BRW_66,46,Male,Salaried,185102,1,LN_66,834192,24,16.24,Home,1136233.02152826,153026.958113497,6376.12,Delayed,3,89,Fully Recovered,2,Calls,No,0.03444652137740273,1.3620761425766013,267,2,"Moderate Income, Medium Risk",0,,,
175,BRW_284,22,Female,Salaried,134735,2,LN_284,1331506,36,17.31,Home,1336417.40545221,692636.491225908,19239.9,On-Time,0,0,Fully Recovered,1,Settlement Offer,No,0.14279808513007014,1.0036886093282418,0,2,"Moderate Income, Medium Risk",0,,,
176,BRW_86,35,Male,Salaried,76212,1,LN_86,1621128,60,6.78,Home,1309389.64646505,525143.542471291,8752.39,On-Time,2,144,Partially Recovered,8,Debt Collectors,No,0.11484267569411641,0.8077028133898434,288,2,"Moderate Income, Medium Risk",0,,,
177,BRW_243,21,Male,Self-Employed,60379,0,LN_243,1859977,36,13.05,Home,1866874.51468347,264662.173934448,7351.73,Delayed,1,135,Fully Recovered,3,Legal Notice,No,0.12175971778267278,1.0037083870840715,135,2,"Moderate Income, Medium Risk",0,,,
178,BRW_187,52,Female,Self-Employed,223786,2,LN_187,295300,48,11.91,Home,436304.645049086,80545.997021894,1678.04,On-Time,2,7,Fully Recovered,2,Debt Collectors,No,0.007498413663053095,1.4774962582088926,14,2,"Moderate Income, Medium Risk",0,,,
179,BRW_384,42,Female,Business Owner,31456,3,LN_384,1464718,36,12.83,Personal,0.0,950860.370100742,26412.79,Delayed,2,141,Partially Recovered,9,Settlement Offer,No,0.8396741480162767,0.0,282,3,"High Loan, Higher Default Risk",1,,,
180,BRW_160,48,Male,Salaried,171995,2,LN_160,1744814,60,10.47,Business,2537033.30069996,441059.808097121,7351.0,On-Time,2,137,Fully Recovered,3,Legal Notice,No,0.04273961452367801,1.4540422650780886,274,2,"Moderate Income, Medium Risk",0,,,
181,BRW_13,56,Male,Self-Employed,244027,0,LN_13,1980750,60,8.68,Business,1101617.90111599,1152937.23333495,19215.62,Delayed,1,7,Written Off,8,Debt Collectors,No,0.07874382752728182,0.5561620099033144,7,3,"High Loan, Higher Default Risk",1,,,
182,BRW_36,23,Male,Salaried,122803,2,LN_36,1518919,36,8.62,Business,2079665.70523184,395791.539078516,10994.21,On-Time,2,164,Fully Recovered,3,Legal Notice,No,0.08952721024730666,1.3691748574030873,328,2,"Moderate Income, Medium Risk",0,,,
183,BRW_29,45,Female,Salaried,152348,1,LN_29,1581064,12,9.42,Home,890344.426771984,1155408.57314984,96284.05,On-Time,2,144,Fully Recovered,2,Debt Collectors,No,0.6320007482868171,0.5631299092079662,288,1,"High Income, Low Default Risk",0,,,
184,BRW_171,47,Female,Salaried,114304,0,LN_171,1609757,72,8.11,Home,2336396.2583489,309283.217879672,4295.6,Delayed,0,0,Fully Recovered,0,Calls,No,0.037580487122060476,1.451396861979106,0,2,"Moderate Income, Medium Risk",0,,,
185,BRW_143,50,Male,Salaried,125169,0,LN_143,1083668,36,5.67,Auto,1389804.3664603,746005.802915789,20722.38,Delayed,3,87,Fully Recovered,3,Debt Collectors,No,0.16555520935694942,1.28250014438029,261,2,"Moderate Income, Medium Risk",0,,,
186,BRW_399,50,Female,Salaried,51378,0,LN_399,379231,60,5.24,Auto,231895.087346789,57630.5865766272,960.51,Delayed,3,180,Fully Recovered,1,Calls,No,0.018694966717271985,0.6114876878387816,540,2,"Moderate Income, Medium Risk",0,,,
187,BRW_343,60,Male,Salaried,55390,0,LN_343,467567,72,15.28,Personal,0.0,303243.056845574,4211.71,Delayed,0,0,Partially Recovered,5,Debt Collectors,No,0.07603737136667268,0.0,0,3,"High Loan, Higher Default Risk",1,,,
188,BRW_222,53,Male,Self-Employed,88770,0,LN_222,1055782,60,14.99,Home,674647.026209493,220312.112266242,3671.87,On-Time,1,165,Fully Recovered,0,Settlement Offer,No,0.04136386166497691,0.6390022051990781,165,2,"Moderate Income, Medium Risk",0,,,
189,BRW_96,31,Female,Salaried,54062,1,LN_96,510115,72,6.38,Personal,0.0,444004.589487209,6166.73,On-Time,0,0,Fully Recovered,1,Debt Collectors,No,0.11406773704265472,0.0,0,3,"High Loan, Higher Default Risk",1,,,
190,BRW_52,64,Female,Self-Employed,164381,3,LN_52,1238360,36,10.83,Personal,0.0,1003220.89679716,27867.25,On-Time,0,0,Partially Recovered,1,Legal Notice,No,0.16952841265109714,0.0,0,3,"High Loan, Higher Default Risk",1,,,
191,BRW_241,38,Male,Salaried,51914,3,LN_241,760672,72,6.72,Personal,0.0,729559.342377464,10132.77,Missed,0,0,Fully Recovered,2,Debt Collectors,No,0.19518376545825789,0.0,0,3,"High Loan, Higher Default Risk",1,,,
192,BRW_485,49,Male,Self-Employed,248782,0,LN_485,325796,72,17.85,Business,183262.511516326,52790.3842862804,733.2,Delayed,2,171,Fully Recovered,1,Debt Collectors,No,0.0029471585564872058,0.5625069415104114,342,2,"Moderate Income, Medium Risk",0,,,
193,BRW_379,52,Female,Salaried,126335,0,LN_379,968638,36,11.4,Personal,0.0,789211.478743011,21922.54,On-Time,0,0,Written Off,1,Legal Notice,No,0.17352705109431274,0.0,0,3,"High Loan, Higher Default Risk",1,,,
194,BRW_179,29,Male,Salaried,66924,0,LN_179,1938755,48,17.22,Personal,0.0,881515.328728099,18364.9,On-Time,1,118,Partially Recovered,9,Debt Collectors,No,0.27441426095272253,0.0,118,3,"High Loan, Higher Default Risk",1,,,
195,BRW_42,38,Female,Salaried,30563,1,LN_42,1418335,48,12.03,Personal,0.0,850926.611382455,17727.64,On-Time,2,118,Partially Recovered,6,Legal Notice,No,0.5800359912312273,0.0,236,3,"High Loan, Higher Default Risk",1,,,
196,BRW_499,54,Male,Salaried,158401,2,LN_499,1769890,24,11.19,Auto,1272774.0306002,1565339.02439741,65222.46,On-Time,3,9,Partially Recovered,9,Calls,No,0.411755355079829,0.7191260646707988,27,1,"High Income, Low Default Risk",0,,,
197,BRW_422,21,Female,Salaried,63604,3,LN_422,1058109,72,13.75,Auto,1300278.19995735,330550.019413816,4590.97,Missed,3,18,Partially Recovered,5,Legal Notice,No,0.07218052323753224,1.2288698044883373,54,2,"Moderate Income, Medium Risk",0,,,
198,BRW_207,46,Male,Business Owner,21471,3,LN_207,1316389,60,9.94,Personal,0.0,375704.148265097,6261.74,Delayed,0,0,Fully Recovered,1,Legal Notice,No,0.29163709189138837,0.0,0,3,"High Loan, Higher Default Risk",1,,,
199,BRW_283,38,Male,Self-Employed,152513,3,LN_283,538019,60,14.51,Personal,0.0,468696.228220442,7811.6,On-Time,2,49,Partially Recovered,1,Debt Collectors,No,0.05121924032705409,0.0,98,3,"High Loan, Higher Default Risk",1,,,
200,BRW_255,22,Male,Salaried,188724,3,LN_255,793088,24,11.46,Home,952447.426771395,428509.038513594,17854.54,On-Time,0,0,Fully Recovered,3,Calls,No,0.0946066213094254,1.2009353650179992,0,2,"Moderate Income, Medium Risk",0,,,
201,BRW_413,43,Male,Business Owner,204648,3,LN_413,422397,60,12.72,Personal,0.0,133342.794565845,2222.38,On-Time,1,29,Partially Recovered,8,Settlement Offer,No,0.010859524647199094,0.0,29,3,"High Loan, Higher Default Risk",1,,,
202,BRW_5,28,Male,Salaried,76272,1,LN_5,88578,48,16.13,Personal,0.0,39189.89200788191,816.46,On-Time,1,69,Fully Recovered,0,Debt Collectors,No,0.010704583595552758,0.0,69,3,"High Loan, Higher Default Risk",1,,,
203,BRW_257,32,Male,Business Owner,159539,0,LN_257,1388950,48,15.09,Home,1315614.87369702,442088.685663926,9210.18,On-Time,2,116,Fully Recovered,3,Calls,No,0.05772995944565279,0.9472010322164369,232,2,"Moderate Income, Medium Risk",0,,,
204,BRW_449,57,Male,Salaried,33752,1,LN_449,1803767,12,8.3,Personal,0.0,441147.748578913,36762.31,On-Time,0,0,Fully Recovered,2,Calls,No,1.0891890850912538,0.0,0,1,"High Income, Low Default Risk",0,,,
205,BRW_101,53,Male,Salaried,143335,3,LN_101,353664,48,12.29,Personal,0.0,319734.981097357,6661.15,On-Time,3,148,Fully Recovered,3,Settlement Offer,No,0.04647259915582377,0.0,444,3,"High Loan, Higher Default Risk",1,,,
206,BRW_227,23,Male,Salaried,173059,1,LN_227,1332807,12,8.57,Personal,0.0,1108570.9088099,92380.91,On-Time,3,23,Fully Recovered,2,Calls,No,0.5338116480506648,0.0,69,1,"High Income, Low Default Risk",0,,,
207,BRW_430,46,Male,Self-Employed,245008,0,LN_430,1333440,48,7.16,Personal,0.0,918622.568843556,19137.97,On-Time,0,0,Fully Recovered,1,Calls,No,0.07811161268203488,0.0,0,3,"High Loan, Higher Default Risk",1,,,
208,BRW_214,58,Female,Self-Employed,47779,1,LN_214,533779,60,10.18,Personal,0.0,57594.4822747185,959.91,On-Time,1,61,Fully Recovered,0,Calls,No,0.020090625588647732,0.0,61,3,"High Loan, Higher Default Risk",1,,,
209,BRW_172,33,Male,Salaried,171498,1,LN_172,1606407,72,11.66,Personal,0.0,1247525.5701565,17326.74,Delayed,1,68,Partially Recovered,10,Debt Collectors,No,0.10103173214847988,0.0,68,3,"High Loan, Higher Default Risk",1,,,
210,BRW_99,55,Female,Self-Employed,47556,2,LN_99,444754,36,14.1,Personal,0.0,99251.5916979537,2756.99,Delayed,1,79,Fully Recovered,2,Calls,No,0.05797354697619648,0.0,79,3,"High Loan, Higher Default Risk",1,,,
211,BRW_293,41,Female,Salaried,57668,3,LN_293,837738,24,11.96,Personal,0.0,603346.431698762,25139.43,On-Time,2,3,Fully Recovered,1,Settlement Offer,No,0.435933793438302,0.0,6,3,"High Loan, Higher Default Risk",1,,,
212,BRW_216,25,Female,Salaried,96889,2,LN_216,620508,60,16.62,Home,336774.267478289,230598.415515593,3843.31,Missed,6,125,Fully Recovered,1,Calls,No,0.039667144877127435,0.5427396060619509,750,0,"Moderate Income, High Loan Burden",1,,,
